Type,Value,Unit,Time
internaltemp,26.4,Celsius,18-08-19 17:35
internalrh,54,%,18-08-19 17:35
internaltemp,26.4,Celsius,18-08-19 17:46
internalrh,54,%,18-08-19 17:46
internaltemp,26.4,Celsius,18-08-19 17:56
internalrh,54,%,18-08-19 17:56
internaltemp,26.4,Celsius,18-08-19 18:06
internalrh,54,%,18-08-19 18:06
internaltemp,26.4,Celsius,18-08-19 18:16
internalrh,54,%,18-08-19 18:16
internaltemp,26.4,Celsius,18-08-19 18:26
internalrh,54,%,18-08-19 18:26
internaltemp,26.4,Celsius,18-08-19 18:35
internalrh,54,%,18-08-19 18:35
internaltemp,26.4,Celsius,18-08-19 18:45
internalrh,53,%,18-08-19 18:45
internaltemp,26.4,Celsius,18-08-19 18:56
internalrh,54,%,18-08-19 18:56
internaltemp,26.4,Celsius,18-08-19 19:06
internalrh,54,%,18-08-19 19:06
internaltemp,26.4,Celsius,18-08-19 19:16
internalrh,54,%,18-08-19 19:16
internaltemp,26.3,Celsius,18-08-19 19:26
internalrh,54,%,18-08-19 19:26
internaltemp,26.3,Celsius,18-08-19 19:35
internalrh,54,%,18-08-19 19:35
internaltemp,26.3,Celsius,18-08-19 19:45
internalrh,54,%,18-08-19 19:45
internaltemp,26.3,Celsius,18-08-19 19:55
internalrh,54,%,18-08-19 19:55
internaltemp,26.3,Celsius,18-08-19 20:06
internalrh,54,%,18-08-19 20:06
internaltemp,26.3,Celsius,18-08-19 20:15
internalrh,54,%,18-08-19 20:15
internaltemp,26.2,Celsius,18-08-19 20:25
internalrh,54,%,18-08-19 20:25
internaltemp,26.2,Celsius,18-08-19 20:35
internalrh,54,%,18-08-19 20:35
internaltemp,26.2,Celsius,18-08-19 20:45
internalrh,53,%,18-08-19 20:45
internaltemp,26.2,Celsius,18-08-19 20:55
internalrh,53,%,18-08-19 20:55
internaltemp,26.2,Celsius,18-08-19 21:05
internalrh,53,%,18-08-19 21:05
internaltemp,26.1,Celsius,18-08-19 21:15
internalrh,53,%,18-08-19 21:15
internaltemp,26.1,Celsius,18-08-19 21:25
internalrh,53,%,18-08-19 21:25
internaltemp,26.1,Celsius,18-08-19 21:35
internalrh,53,%,18-08-19 21:35
internaltemp,26.1,Celsius,18-08-19 21:45
internalrh,53,%,18-08-19 21:45
internaltemp,26.1,Celsius,18-08-19 21:55
internalrh,52,%,18-08-19 21:55
internaltemp,26.1,Celsius,18-08-19 22:05
internalrh,52,%,18-08-19 22:05
internaltemp,26.1,Celsius,18-08-19 22:15
internalrh,52,%,18-08-19 22:15
internaltemp,26.1,Celsius,18-08-19 22:25
internalrh,52,%,18-08-19 22:25
internaltemp,25.9,Celsius,18-08-19 22:35
internalrh,52,%,18-08-19 22:35
internaltemp,25.9,Celsius,18-08-19 22:45
internalrh,52,%,18-08-19 22:45
internaltemp,25.9,Celsius,18-08-19 22:56
internalrh,52,%,18-08-19 22:56
internaltemp,25.9,Celsius,18-08-19 23:05
internalrh,52,%,18-08-19 23:05
internaltemp,25.9,Celsius,18-08-19 23:15
internalrh,52,%,18-08-19 23:15
internaltemp,25.9,Celsius,18-08-19 23:25
internalrh,52,%,18-08-19 23:25
internaltemp,25.9,Celsius,18-08-19 23:35
internalrh,52,%,18-08-19 23:35
internaltemp,25.9,Celsius,18-08-19 23:45
internalrh,52,%,18-08-19 23:45
internaltemp,25.9,Celsius,18-08-19 23:56
internalrh,52,%,18-08-19 23:56
internaltemp,25.8,Celsius,19-08-19 0:06
internalrh,52,%,19-08-19 0:06
internaltemp,25.8,Celsius,19-08-19 0:16
internalrh,52,%,19-08-19 0:16
internaltemp,25.8,Celsius,19-08-19 0:25
internalrh,52,%,19-08-19 0:25
internaltemp,25.8,Celsius,19-08-19 0:35
internalrh,52,%,19-08-19 0:35
internaltemp,25.8,Celsius,19-08-19 0:45
internalrh,52,%,19-08-19 0:45
internaltemp,25.8,Celsius,19-08-19 0:55
internalrh,52,%,19-08-19 0:55
internaltemp,25.8,Celsius,19-08-19 1:05
internalrh,52,%,19-08-19 1:05
internaltemp,25.7,Celsius,19-08-19 1:15
internalrh,52,%,19-08-19 1:15
internaltemp,25.7,Celsius,19-08-19 1:26
internalrh,52,%,19-08-19 1:26
internaltemp,25.7,Celsius,19-08-19 1:35
internalrh,51,%,19-08-19 1:35
internaltemp,25.7,Celsius,19-08-19 1:45
internalrh,51,%,19-08-19 1:45
internaltemp,25.7,Celsius,19-08-19 1:55
internalrh,51,%,19-08-19 1:55
internaltemp,25.6,Celsius,19-08-19 2:06
internalrh,51,%,19-08-19 2:06
internaltemp,25.6,Celsius,19-08-19 2:16
internalrh,51,%,19-08-19 2:16
internaltemp,25.6,Celsius,19-08-19 2:25
internalrh,51,%,19-08-19 2:25
internaltemp,25.6,Celsius,19-08-19 2:35
internalrh,51,%,19-08-19 2:35
internaltemp,25.6,Celsius,19-08-19 2:45
internalrh,51,%,19-08-19 2:45
internaltemp,25.6,Celsius,19-08-19 2:55
internalrh,51,%,19-08-19 2:55
internaltemp,25.6,Celsius,19-08-19 3:05
internalrh,51,%,19-08-19 3:05
internaltemp,25.6,Celsius,19-08-19 3:15
internalrh,51,%,19-08-19 3:15
internaltemp,25.6,Celsius,19-08-19 3:25
internalrh,51,%,19-08-19 3:25
internaltemp,25.5,Celsius,19-08-19 3:35
internalrh,51,%,19-08-19 3:35
internaltemp,25.5,Celsius,19-08-19 3:45
internalrh,51,%,19-08-19 3:45
internaltemp,25.5,Celsius,19-08-19 3:55
internalrh,51,%,19-08-19 3:55
internaltemp,25.5,Celsius,19-08-19 4:05
internalrh,51,%,19-08-19 4:05
internaltemp,25.5,Celsius,19-08-19 4:15
internalrh,51,%,19-08-19 4:15
internaltemp,25.5,Celsius,19-08-19 4:25
internalrh,51,%,19-08-19 4:25
internaltemp,25.5,Celsius,19-08-19 4:35
internalrh,51,%,19-08-19 4:35
internaltemp,25.5,Celsius,19-08-19 4:45
internalrh,50,%,19-08-19 4:45
internaltemp,25.5,Celsius,19-08-19 4:55
internalrh,50,%,19-08-19 4:55
internaltemp,25.5,Celsius,19-08-19 5:06
internalrh,50,%,19-08-19 5:06
internaltemp,25.4,Celsius,19-08-19 5:15
internalrh,50,%,19-08-19 5:15
internaltemp,25.4,Celsius,19-08-19 5:25
internalrh,50,%,19-08-19 5:25
internaltemp,25.4,Celsius,19-08-19 5:35
internalrh,50,%,19-08-19 5:35
internaltemp,25.4,Celsius,19-08-19 5:45
internalrh,50,%,19-08-19 5:45
internaltemp,25.4,Celsius,19-08-19 5:55
internalrh,50,%,19-08-19 5:55
internaltemp,25.4,Celsius,19-08-19 6:05
internalrh,50,%,19-08-19 6:05
internaltemp,25.4,Celsius,19-08-19 6:15
internalrh,50,%,19-08-19 6:15
internaltemp,25.4,Celsius,19-08-19 6:25
internalrh,50,%,19-08-19 6:25
internaltemp,25.4,Celsius,19-08-19 6:35
internalrh,50,%,19-08-19 6:35
internaltemp,25.4,Celsius,19-08-19 6:45
internalrh,50,%,19-08-19 6:45
internaltemp,25,Celsius,19-08-19 6:55
internalrh,47,%,19-08-19 6:55
internaltemp,25.5,Celsius,19-08-19 7:05
internalrh,42,%,19-08-19 7:05
internaltemp,25.5,Celsius,19-08-19 7:15
internalrh,41,%,19-08-19 7:15
internaltemp,25.8,Celsius,19-08-19 7:25
internalrh,40,%,19-08-19 7:25
internaltemp,25.8,Celsius,19-08-19 7:35
internalrh,39,%,19-08-19 7:35
internaltemp,25.7,Celsius,19-08-19 7:45
internalrh,38,%,19-08-19 7:45
internaltemp,25.7,Celsius,19-08-19 7:55
internalrh,38,%,19-08-19 7:55
internaltemp,25.7,Celsius,19-08-19 8:05
internalrh,37,%,19-08-19 8:05
internaltemp,25.7,Celsius,19-08-19 8:16
internalrh,36,%,19-08-19 8:16
internaltemp,26.1,Celsius,19-08-19 8:26
internalrh,35,%,19-08-19 8:26
internaltemp,26.2,Celsius,19-08-19 8:36
internalrh,35,%,19-08-19 8:36
internaltemp,25.8,Celsius,19-08-19 8:46
internalrh,35,%,19-08-19 8:46
internaltemp,25.7,Celsius,19-08-19 8:56
internalrh,34,%,19-08-19 8:56
internaltemp,25.8,Celsius,19-08-19 9:06
internalrh,33,%,19-08-19 9:06
internaltemp,26.1,Celsius,19-08-19 9:16
internalrh,33,%,19-08-19 9:16
internaltemp,26.3,Celsius,19-08-19 9:25
internalrh,32,%,19-08-19 9:25
internaltemp,26.2,Celsius,19-08-19 9:35
internalrh,31,%,19-08-19 9:35
internaltemp,26.3,Celsius,19-08-19 9:45
internalrh,31,%,19-08-19 9:45
internaltemp,26.6,Celsius,19-08-19 9:55
internalrh,31,%,19-08-19 9:55
internaltemp,26.6,Celsius,19-08-19 10:06
internalrh,30,%,19-08-19 10:06
internaltemp,26.5,Celsius,19-08-19 10:16
internalrh,30,%,19-08-19 10:16
internaltemp,26.7,Celsius,19-08-19 10:26
internalrh,29,%,19-08-19 10:26
internaltemp,26.8,Celsius,19-08-19 10:36
internalrh,29,%,19-08-19 10:36
internaltemp,26.7,Celsius,19-08-19 10:46
internalrh,29,%,19-08-19 10:46
internaltemp,26.8,Celsius,19-08-19 10:56
internalrh,29,%,19-08-19 10:56
internaltemp,26.9,Celsius,19-08-19 11:06
internalrh,29,%,19-08-19 11:06
internaltemp,25.5,Celsius,19-08-19 11:16
internalrh,36,%,19-08-19 11:16
internaltemp,25.2,Celsius,19-08-19 11:26
internalrh,40,%,19-08-19 11:26
internaltemp,25,Celsius,19-08-19 11:36
internalrh,40,%,19-08-19 11:36
internaltemp,24.4,Celsius,19-08-19 11:46
internalrh,39,%,19-08-19 11:46
internaltemp,24,Celsius,19-08-19 11:56
internalrh,37,%,19-08-19 11:56
internaltemp,23.7,Celsius,19-08-19 12:06
internalrh,38,%,19-08-19 12:06
internaltemp,23.2,Celsius,19-08-19 12:16
internalrh,38,%,19-08-19 12:16
internaltemp,23,Celsius,19-08-19 12:26
internalrh,38,%,19-08-19 12:26
internaltemp,22.8,Celsius,19-08-19 12:36
internalrh,38,%,19-08-19 12:36
internaltemp,22.9,Celsius,19-08-19 12:46
internalrh,41,%,19-08-19 12:46
internaltemp,22.9,Celsius,19-08-19 12:56
internalrh,39,%,19-08-19 12:56
internaltemp,23,Celsius,19-08-19 13:06
internalrh,39,%,19-08-19 13:06
internaltemp,22.8,Celsius,19-08-19 13:16
internalrh,37,%,19-08-19 13:16
internaltemp,22.8,Celsius,19-08-19 13:26
internalrh,38,%,19-08-19 13:26
internaltemp,22.9,Celsius,19-08-19 13:36
internalrh,40,%,19-08-19 13:36
internaltemp,23.1,Celsius,19-08-19 13:46
internalrh,40,%,19-08-19 13:46
internaltemp,22.8,Celsius,19-08-19 13:56
internalrh,39,%,19-08-19 13:56
internaltemp,22.7,Celsius,19-08-19 14:06
internalrh,39,%,19-08-19 14:06
internaltemp,22.7,Celsius,19-08-19 14:16
internalrh,40,%,19-08-19 14:16
internaltemp,22.7,Celsius,19-08-19 14:26
internalrh,39,%,19-08-19 14:26
internaltemp,22.6,Celsius,19-08-19 14:36
internalrh,40,%,19-08-19 14:36
internaltemp,22.6,Celsius,19-08-19 14:46
internalrh,40,%,19-08-19 14:46
internaltemp,22.5,Celsius,19-08-19 14:56
internalrh,38,%,19-08-19 14:56
internaltemp,22.4,Celsius,19-08-19 15:06
internalrh,40,%,19-08-19 15:06
internaltemp,22.5,Celsius,19-08-19 15:16
internalrh,43,%,19-08-19 15:16
internaltemp,23.2,Celsius,19-08-19 15:26
internalrh,51,%,19-08-19 15:26
internaltemp,23.7,Celsius,19-08-19 15:36
internalrh,51,%,19-08-19 15:36
internaltemp,23.9,Celsius,19-08-19 15:46
internalrh,51,%,19-08-19 15:46
internaltemp,25,Celsius,19-08-19 15:56
internalrh,49,%,19-08-19 15:56
internaltemp,26.1,Celsius,19-08-19 16:06
internalrh,47,%,19-08-19 16:06
internaltemp,26.7,Celsius,19-08-19 16:16
internalrh,46,%,19-08-19 16:16
internaltemp,27.2,Celsius,19-08-19 16:26
internalrh,46,%,19-08-19 16:26
internaltemp,27.4,Celsius,19-08-19 16:36
internalrh,46,%,19-08-19 16:36
internaltemp,27.5,Celsius,19-08-19 16:46
internalrh,46,%,19-08-19 16:46
internaltemp,27.5,Celsius,19-08-19 16:56
internalrh,45,%,19-08-19 16:56
internaltemp,27.4,Celsius,19-08-19 17:06
internalrh,45,%,19-08-19 17:06
internaltemp,27.5,Celsius,19-08-19 17:16
internalrh,45,%,19-08-19 17:16
internaltemp,27.4,Celsius,19-08-19 17:26
internalrh,45,%,19-08-19 17:26
internaltemp,27.4,Celsius,19-08-19 17:36
internalrh,45,%,19-08-19 17:36
internaltemp,27.2,Celsius,19-08-19 17:46
internalrh,46,%,19-08-19 17:46
internaltemp,27,Celsius,19-08-19 17:56
internalrh,45,%,19-08-19 17:56
internaltemp,26.8,Celsius,19-08-19 18:06
internalrh,46,%,19-08-19 18:06
internaltemp,26.7,Celsius,19-08-19 18:16
internalrh,46,%,19-08-19 18:16
internaltemp,26.6,Celsius,19-08-19 18:26
internalrh,47,%,19-08-19 18:26
internaltemp,26.4,Celsius,19-08-19 18:36
internalrh,47,%,19-08-19 18:36
internaltemp,26.3,Celsius,19-08-19 18:46
internalrh,47,%,19-08-19 18:46
internaltemp,26.2,Celsius,19-08-19 18:56
internalrh,47,%,19-08-19 18:56
internaltemp,26.2,Celsius,19-08-19 19:06
internalrh,47,%,19-08-19 19:06
internaltemp,26.1,Celsius,19-08-19 19:16
internalrh,48,%,19-08-19 19:16
internaltemp,26,Celsius,19-08-19 19:26
internalrh,48,%,19-08-19 19:26
internaltemp,25.9,Celsius,19-08-19 19:36
internalrh,49,%,19-08-19 19:36
internaltemp,25.9,Celsius,19-08-19 19:46
internalrh,48,%,19-08-19 19:46
internaltemp,25.8,Celsius,19-08-19 19:56
internalrh,47,%,19-08-19 19:56
internaltemp,25.8,Celsius,19-08-19 20:06
internalrh,47,%,19-08-19 20:06
internaltemp,25.7,Celsius,19-08-19 20:16
internalrh,47,%,19-08-19 20:16
internaltemp,25.7,Celsius,19-08-19 20:26
internalrh,47,%,19-08-19 20:26
internaltemp,25.7,Celsius,19-08-19 20:36
internalrh,47,%,19-08-19 20:36
internaltemp,25.7,Celsius,19-08-19 20:46
internalrh,47,%,19-08-19 20:46
internaltemp,25.7,Celsius,19-08-19 20:56
internalrh,47,%,19-08-19 20:56
internaltemp,25.6,Celsius,19-08-19 21:06
internalrh,47,%,19-08-19 21:06
internaltemp,25.6,Celsius,19-08-19 21:16
internalrh,47,%,19-08-19 21:16
internaltemp,25.6,Celsius,19-08-19 21:26
internalrh,48,%,19-08-19 21:26
internaltemp,25.6,Celsius,19-08-19 21:36
internalrh,48,%,19-08-19 21:36
internaltemp,25.6,Celsius,19-08-19 21:46
internalrh,48,%,19-08-19 21:46
internaltemp,25.6,Celsius,19-08-19 21:56
internalrh,48,%,19-08-19 21:56
internaltemp,25.6,Celsius,19-08-19 22:06
internalrh,48,%,19-08-19 22:06
internaltemp,25.5,Celsius,19-08-19 22:16
internalrh,48,%,19-08-19 22:16
internaltemp,25.5,Celsius,19-08-19 22:26
internalrh,48,%,19-08-19 22:26
internaltemp,25.5,Celsius,19-08-19 22:36
internalrh,48,%,19-08-19 22:36
internaltemp,25.5,Celsius,19-08-19 22:46
internalrh,48,%,19-08-19 22:46
internaltemp,25.4,Celsius,19-08-19 22:56
internalrh,49,%,19-08-19 22:56
internaltemp,25.4,Celsius,19-08-19 23:06
internalrh,49,%,19-08-19 23:06
internaltemp,25.4,Celsius,19-08-19 23:16
internalrh,49,%,19-08-19 23:16
internaltemp,25.3,Celsius,19-08-19 23:26
internalrh,49,%,19-08-19 23:26
internaltemp,25.3,Celsius,19-08-19 23:36
internalrh,49,%,19-08-19 23:36
internaltemp,25.2,Celsius,19-08-19 23:46
internalrh,49,%,19-08-19 23:46
internaltemp,25.2,Celsius,19-08-19 23:56
internalrh,49,%,19-08-19 23:56
internaltemp,25.1,Celsius,20-08-19 0:06
internalrh,49,%,20-08-19 0:06
internaltemp,25.1,Celsius,20-08-19 0:16
internalrh,49,%,20-08-19 0:16
internaltemp,25.2,Celsius,20-08-19 0:26
internalrh,48,%,20-08-19 0:26
internaltemp,25.2,Celsius,20-08-19 0:36
internalrh,48,%,20-08-19 0:36
internaltemp,25.2,Celsius,20-08-19 0:46
internalrh,48,%,20-08-19 0:46
internaltemp,25.2,Celsius,20-08-19 0:56
internalrh,48,%,20-08-19 0:56
internaltemp,25.2,Celsius,20-08-19 1:06
internalrh,48,%,20-08-19 1:06
internaltemp,25.1,Celsius,20-08-19 1:16
internalrh,49,%,20-08-19 1:16
internaltemp,25.1,Celsius,20-08-19 1:26
internalrh,49,%,20-08-19 1:26
internaltemp,25.1,Celsius,20-08-19 1:36
internalrh,49,%,20-08-19 1:36
internaltemp,25.1,Celsius,20-08-19 1:46
internalrh,49,%,20-08-19 1:46
internaltemp,25.1,Celsius,20-08-19 1:56
internalrh,49,%,20-08-19 1:56
internaltemp,25.1,Celsius,20-08-19 2:06
internalrh,49,%,20-08-19 2:06
internaltemp,25,Celsius,20-08-19 2:16
internalrh,49,%,20-08-19 2:16
internaltemp,25,Celsius,20-08-19 2:26
internalrh,49,%,20-08-19 2:26
internaltemp,25,Celsius,20-08-19 2:36
internalrh,49,%,20-08-19 2:36
internaltemp,25,Celsius,20-08-19 2:46
internalrh,49,%,20-08-19 2:46
internaltemp,24.9,Celsius,20-08-19 2:56
internalrh,49,%,20-08-19 2:56
internaltemp,24.9,Celsius,20-08-19 3:06
internalrh,50,%,20-08-19 3:06
internaltemp,24.9,Celsius,20-08-19 3:16
internalrh,50,%,20-08-19 3:16
internaltemp,24.9,Celsius,20-08-19 3:26
internalrh,50,%,20-08-19 3:26
internaltemp,24.9,Celsius,20-08-19 3:36
internalrh,50,%,20-08-19 3:36
internaltemp,24.8,Celsius,20-08-19 3:46
internalrh,50,%,20-08-19 3:46
internaltemp,24.7,Celsius,20-08-19 3:56
internalrh,50,%,20-08-19 3:56
internaltemp,24.7,Celsius,20-08-19 4:06
internalrh,50,%,20-08-19 4:06
internaltemp,24.7,Celsius,20-08-19 4:16
internalrh,50,%,20-08-19 4:16
internaltemp,24.7,Celsius,20-08-19 4:26
internalrh,50,%,20-08-19 4:26
internaltemp,24.7,Celsius,20-08-19 4:36
internalrh,50,%,20-08-19 4:36
internaltemp,24.6,Celsius,20-08-19 4:46
internalrh,50,%,20-08-19 4:46
internaltemp,24.6,Celsius,20-08-19 4:56
internalrh,50,%,20-08-19 4:56
internaltemp,24.6,Celsius,20-08-19 5:06
internalrh,50,%,20-08-19 5:06
internaltemp,24.5,Celsius,20-08-19 5:16
internalrh,50,%,20-08-19 5:16
internaltemp,24.5,Celsius,20-08-19 5:26
internalrh,50,%,20-08-19 5:26
internaltemp,24.5,Celsius,20-08-19 5:36
internalrh,51,%,20-08-19 5:36
internaltemp,24.5,Celsius,20-08-19 5:46
internalrh,51,%,20-08-19 5:46
internaltemp,24.5,Celsius,20-08-19 5:56
internalrh,51,%,20-08-19 5:56
internaltemp,24.6,Celsius,20-08-19 6:06
internalrh,51,%,20-08-19 6:06
internaltemp,24.6,Celsius,20-08-19 6:16
internalrh,51,%,20-08-19 6:16
internaltemp,24.6,Celsius,20-08-19 6:26
internalrh,51,%,20-08-19 6:26
internaltemp,24.7,Celsius,20-08-19 6:36
internalrh,51,%,20-08-19 6:36
internaltemp,24.9,Celsius,20-08-19 6:46
internalrh,51,%,20-08-19 6:46
internaltemp,25,Celsius,20-08-19 6:56
internalrh,51,%,20-08-19 6:56
internaltemp,25.1,Celsius,20-08-19 7:06
internalrh,51,%,20-08-19 7:06
internaltemp,25.3,Celsius,20-08-19 7:16
internalrh,51,%,20-08-19 7:16
internaltemp,25.4,Celsius,20-08-19 7:26
internalrh,50,%,20-08-19 7:26
internaltemp,25.8,Celsius,20-08-19 7:36
internalrh,50,%,20-08-19 7:36
internaltemp,26.2,Celsius,20-08-19 7:46
internalrh,49,%,20-08-19 7:46
internaltemp,26.5,Celsius,20-08-19 7:56
internalrh,48,%,20-08-19 7:56
internaltemp,26.8,Celsius,20-08-19 8:06
internalrh,48,%,20-08-19 8:06
internaltemp,27.2,Celsius,20-08-19 8:15
internalrh,47,%,20-08-19 8:15
internaltemp,27.5,Celsius,20-08-19 8:26
internalrh,46,%,20-08-19 8:26
internaltemp,27.9,Celsius,20-08-19 8:36
internalrh,46,%,20-08-19 8:36
internaltemp,28.1,Celsius,20-08-19 8:46
internalrh,45,%,20-08-19 8:46
internaltemp,28.3,Celsius,20-08-19 8:56
internalrh,45,%,20-08-19 8:56
internaltemp,28.7,Celsius,20-08-19 9:06
internalrh,44,%,20-08-19 9:06
internaltemp,29,Celsius,20-08-19 9:16
internalrh,44,%,20-08-19 9:16
internaltemp,29.6,Celsius,20-08-19 9:26
internalrh,43,%,20-08-19 9:26
internaltemp,30.1,Celsius,20-08-19 9:36
internalrh,42,%,20-08-19 9:36
internaltemp,30.4,Celsius,20-08-19 9:46
internalrh,41,%,20-08-19 9:46
internaltemp,30.5,Celsius,20-08-19 9:56
internalrh,41,%,20-08-19 9:56
internaltemp,30.4,Celsius,20-08-19 10:06
internalrh,40,%,20-08-19 10:06
internaltemp,30.5,Celsius,20-08-19 10:16
internalrh,40,%,20-08-19 10:16
internaltemp,31,Celsius,20-08-19 10:26
internalrh,40,%,20-08-19 10:26
internaltemp,31.5,Celsius,20-08-19 10:36
internalrh,40,%,20-08-19 10:36
internaltemp,31.7,Celsius,20-08-19 10:46
internalrh,39,%,20-08-19 10:46
internaltemp,31.9,Celsius,20-08-19 10:56
internalrh,39,%,20-08-19 10:56
internaltemp,31.8,Celsius,20-08-19 11:06
internalrh,39,%,20-08-19 11:06
internaltemp,31.8,Celsius,20-08-19 11:16
internalrh,38,%,20-08-19 11:16
internaltemp,31.9,Celsius,20-08-19 11:26
internalrh,38,%,20-08-19 11:26
internaltemp,32.3,Celsius,20-08-19 11:36
internalrh,38,%,20-08-19 11:36
internaltemp,32.5,Celsius,20-08-19 11:46
internalrh,37,%,20-08-19 11:46
internaltemp,32.9,Celsius,20-08-19 11:56
internalrh,37,%,20-08-19 11:56
internaltemp,32.9,Celsius,20-08-19 12:06
internalrh,37,%,20-08-19 12:06
internaltemp,32.9,Celsius,20-08-19 12:16
internalrh,37,%,20-08-19 12:16
internaltemp,32.8,Celsius,20-08-19 12:26
internalrh,36,%,20-08-19 12:26
internaltemp,32.9,Celsius,20-08-19 12:36
internalrh,37,%,20-08-19 12:36
internaltemp,32.9,Celsius,20-08-19 12:46
internalrh,37,%,20-08-19 12:46
internaltemp,33.1,Celsius,20-08-19 12:56
internalrh,36,%,20-08-19 12:56
internaltemp,32.9,Celsius,20-08-19 13:06
internalrh,37,%,20-08-19 13:06
internaltemp,32.9,Celsius,20-08-19 13:16
internalrh,36,%,20-08-19 13:16
internaltemp,33.2,Celsius,20-08-19 13:26
internalrh,36,%,20-08-19 13:26
internaltemp,33.2,Celsius,20-08-19 13:36
internalrh,36,%,20-08-19 13:36
internaltemp,33.2,Celsius,20-08-19 13:46
internalrh,36,%,20-08-19 13:46
internaltemp,33,Celsius,20-08-19 13:56
internalrh,36,%,20-08-19 13:56
internaltemp,33,Celsius,20-08-19 14:06
internalrh,36,%,20-08-19 14:06
internaltemp,32.5,Celsius,20-08-19 14:16
internalrh,36,%,20-08-19 14:16
internaltemp,30.9,Celsius,20-08-19 14:26
internalrh,37,%,20-08-19 14:26
internaltemp,30.2,Celsius,20-08-19 14:36
internalrh,39,%,20-08-19 14:36
internaltemp,29.6,Celsius,20-08-19 14:46
internalrh,40,%,20-08-19 14:46
internaltemp,29.3,Celsius,20-08-19 14:56
internalrh,41,%,20-08-19 14:56
internaltemp,29.1,Celsius,20-08-19 15:06
internalrh,41,%,20-08-19 15:06
internaltemp,28.9,Celsius,20-08-19 15:16
internalrh,42,%,20-08-19 15:16
internaltemp,28.5,Celsius,20-08-19 15:26
internalrh,39,%,20-08-19 15:26
internaltemp,28.4,Celsius,20-08-19 15:36
internalrh,41,%,20-08-19 15:36
internaltemp,28.4,Celsius,20-08-19 15:46
internalrh,43,%,20-08-19 15:46
internaltemp,28.4,Celsius,20-08-19 15:56
internalrh,44,%,20-08-19 15:56
internaltemp,28.3,Celsius,20-08-19 16:06
internalrh,42,%,20-08-19 16:06
internaltemp,28,Celsius,20-08-19 16:16
internalrh,45,%,20-08-19 16:16
internaltemp,27.6,Celsius,20-08-19 16:26
internalrh,46,%,20-08-19 16:26
internaltemp,27.3,Celsius,20-08-19 16:36
internalrh,49,%,20-08-19 16:36
internaltemp,27.2,Celsius,20-08-19 16:46
internalrh,51,%,20-08-19 16:46
internaltemp,26.9,Celsius,20-08-19 16:56
internalrh,48,%,20-08-19 16:56
internaltemp,26.7,Celsius,20-08-19 17:06
internalrh,48,%,20-08-19 17:06
internaltemp,26.7,Celsius,20-08-19 17:16
internalrh,50,%,20-08-19 17:16
internaltemp,26.6,Celsius,20-08-19 17:26
internalrh,50,%,20-08-19 17:26
internaltemp,26.6,Celsius,20-08-19 17:35
internalrh,50,%,20-08-19 17:35
internaltemp,26.6,Celsius,20-08-19 17:45
internalrh,50,%,20-08-19 17:45
internaltemp,26.6,Celsius,20-08-19 17:55
internalrh,51,%,20-08-19 17:55
internaltemp,26.6,Celsius,20-08-19 18:05
internalrh,50,%,20-08-19 18:05
internaltemp,26.6,Celsius,20-08-19 18:16
internalrh,51,%,20-08-19 18:16
internaltemp,26.5,Celsius,20-08-19 18:26
internalrh,51,%,20-08-19 18:26
internaltemp,26.4,Celsius,20-08-19 18:36
internalrh,51,%,20-08-19 18:36
internaltemp,26.4,Celsius,20-08-19 18:46
internalrh,51,%,20-08-19 18:46
internaltemp,26.3,Celsius,20-08-19 18:56
internalrh,52,%,20-08-19 18:56
internaltemp,26.3,Celsius,20-08-19 19:06
internalrh,53,%,20-08-19 19:06
internaltemp,26.2,Celsius,20-08-19 19:16
internalrh,53,%,20-08-19 19:16
internaltemp,26.2,Celsius,20-08-19 19:25
internalrh,54,%,20-08-19 19:25
internaltemp,26.2,Celsius,20-08-19 19:35
internalrh,54,%,20-08-19 19:35
internaltemp,26.2,Celsius,20-08-19 19:45
internalrh,55,%,20-08-19 19:45
internaltemp,26.2,Celsius,20-08-19 19:55
internalrh,55,%,20-08-19 19:55
internaltemp,26.2,Celsius,20-08-19 20:06
internalrh,55,%,20-08-19 20:06
internaltemp,26.1,Celsius,20-08-19 20:16
internalrh,56,%,20-08-19 20:16
internaltemp,26.1,Celsius,20-08-19 20:26
internalrh,55,%,20-08-19 20:26
internaltemp,26.1,Celsius,20-08-19 20:36
internalrh,54,%,20-08-19 20:36
internaltemp,25.9,Celsius,20-08-19 20:46
internalrh,54,%,20-08-19 20:46
internaltemp,25.9,Celsius,20-08-19 20:56
internalrh,54,%,20-08-19 20:56
internaltemp,25.9,Celsius,20-08-19 21:06
internalrh,54,%,20-08-19 21:06
internaltemp,25.9,Celsius,20-08-19 21:16
internalrh,54,%,20-08-19 21:16
internaltemp,25.8,Celsius,20-08-19 21:26
internalrh,55,%,20-08-19 21:26
internaltemp,25.8,Celsius,20-08-19 21:36
internalrh,55,%,20-08-19 21:36
internaltemp,25.8,Celsius,20-08-19 21:46
internalrh,55,%,20-08-19 21:46
internaltemp,25.8,Celsius,20-08-19 21:56
